"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"2533",388,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,0,"sub.legal",0
"2534",389,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"sub.legal",0
"2535",390,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"sub.legal",0
"2536",391,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"sub.legal",1
"2537",392,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",0
"2538",393,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,3,"sub.legal",0
"2539",394,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"2540",395,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2541",396,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2542",397,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2543",398,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2544",399,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"sub.legal",0
"2545",400,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",1
"2546",401,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",2
"2547",402,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"2548",403,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",0
"2549",404,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",0
"2550",405,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,2,"sub.legal",0
"2551",406,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,2,"sub.legal",1
"2552",407,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"sub.legal",0
"2553",408,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",1
"2554",409,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",1
"2555",410,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",1
"2556",411,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",5
"2557",412,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"2558",413,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,1,"sub.legal",0
"2559",414,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,2,"sub.legal",0
"2560",415,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"2561",416,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",3
"2562",417,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"sub.legal",3
"2563",418,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",2
"2564",419,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"sub.legal",0
"2565",420,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"sub.legal",0
"2566",421,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",2
"2567",422,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,2,"sub.legal",0
"2568",423,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"sub.legal",0
"2569",424,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"2570",425,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",3
"2571",426,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"2572",427,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",2
"2573",428,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"2574",429,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",2
"2575",430,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"2576",431,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",3
"2577",432,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",2
"2578",433,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"2579",434,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"2580",435,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",0
"2581",436,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",0,2,"sub.legal",0
"2582",437,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"2583",438,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"sub.legal",0
"2584",439,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"2585",440,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"2586",441,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",0
"2587",442,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"2588",443,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",3
"2589",444,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"2590",445,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2591",446,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",4
"2592",447,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2593",448,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",3
"2594",449,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"sub.legal",0
"2595",450,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"2596",451,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"sub.legal",0
"2597",452,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"2598",453,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"sub.legal",2
"2599",454,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",0
"2600",455,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2601",456,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",0
"2602",457,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"sub.legal",0
"2603",458,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",0
"2604",459,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",6
"2605",460,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",0
"2606",461,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",1
"2607",462,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",1
"2608",463,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",2
"2609",464,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2610",465,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2611",466,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",0
"2612",467,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"sub.legal",0
"2613",468,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",1
"2614",469,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"sub.legal",2
"2615",470,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,3,"sub.legal",0
"2616",471,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",0,2,"sub.legal",0
"2617",472,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",1
"2618",473,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2619",474,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2620",475,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"sub.legal",5
"2621",476,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"sub.legal",1
"2622",477,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"sub.legal",1
"2623",478,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",1
"2624",479,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2625",480,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"2626",481,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",3
"2627",482,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,2,"sub.legal",0
"2628",483,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"2629",484,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",0,2,"sub.legal",0
"2630",485,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"2631",486,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"2632",487,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"sub.legal",4
"2633",488,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",0
"2634",489,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"sub.legal",0
"2635",490,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",6
"2636",491,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",3
"2637",492,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",9
"2638",493,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",0
"2639",494,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",1
"2640",495,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",2
"2641",496,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2642",497,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2643",498,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",0
"2644",499,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",0
"2645",500,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"sub.legal",0
"2646",501,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"sub.legal",0
"2647",502,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",0,0,"sub.legal",0
"2648",503,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",0
"2649",504,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2650",505,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2651",506,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"sub.legal",3
"2652",507,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,2,"sub.legal",0
"2653",508,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"sub.legal",0
"2654",509,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,1,"sub.legal",0
"2655",510,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",0,2,"sub.legal",0
"2656",511,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"sub.legal",1
"2657",512,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"sub.legal",0
"2658",513,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"sub.legal",0
"2659",514,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",0
"2660",515,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"sub.legal",3
"2661",516,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2662",517,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2663",518,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2664",519,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"2665",520,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2666",521,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2667",522,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2668",523,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2669",524,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2670",525,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,3,"sub.legal",0
"2671",526,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,1,"sub.legal",0
"2672",527,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,3,"sub.legal",23
"2673",528,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",0,2,"sub.legal",0
"2674",529,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,3,"sub.legal",1
"2675",530,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",0
"2676",531,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",0,2,"sub.legal",0
"2677",532,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",1
"2678",533,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",0,1,"sub.legal",0
"2679",534,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,3,"sub.legal",0
"2680",535,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2681",536,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,1,"sub.legal",0
"2682",537,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,1,"sub.legal",1
"2683",538,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",5
"2684",539,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",6
"2685",540,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2686",541,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",1
"2687",542,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2688",543,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",4,1,"sub.legal",7
"2689",544,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,3,"sub.legal",0
"2690",545,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"sub.legal",0
"2691",546,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"sub.legal",0
"2692",547,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"sub.legal",0
"2693",548,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",0,3,"sub.legal",0
"2694",549,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,0,"sub.legal",0
"2695",550,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,0,"sub.legal",0
"2696",551,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",4,2,"sub.legal",0
"2697",552,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",4,2,"sub.legal",1
"2698",553,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",4,2,"sub.legal",0
"2699",554,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",1,2,"sub.legal",0
"2700",555,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",1,1,"sub.legal",0
"2701",556,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",1,3,"sub.legal",0
"2702",557,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",0,2,"sub.legal",0
"2703",558,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",3,3,"sub.legal",0
"2704",559,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",3,1,"sub.legal",0
"2705",560,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",3,2,"sub.legal",0
"2706",561,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",0,1,"sub.legal",0
"2707",562,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",3,1,"sub.legal",3
"2708",563,2015,2015-01-23,"Armstrong Bay","Fished","Longreach.Fished",1,1,"sub.legal",0
"2709",564,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,3,"sub.legal",0
"2710",565,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,3,"sub.legal",1
"2711",566,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,3,"sub.legal",0
"2712",567,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",4
"2713",568,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,2,"sub.legal",0
"2714",569,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",0,3,"sub.legal",0
"2715",570,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",0
"2716",571,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,2,"sub.legal",0
"2717",572,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",0
"2718",573,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",0,1,"sub.legal",0
"2719",574,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,2,"sub.legal",0
"2720",575,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,2,"sub.legal",0
"2721",576,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",1
"2722",577,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",2
"2723",578,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",4
"2724",579,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",3
"2725",580,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",1
"2726",581,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",0,1,"sub.legal",0
"2727",582,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",2
"2728",583,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,2,"sub.legal",0
"2729",584,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",2
"2730",585,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",1
"2731",586,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",1
"2732",587,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",0
"2733",588,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",0
"2734",589,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",0
"2735",590,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",3
"2736",591,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",1
"2737",592,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",1,1,"sub.legal",0
"2738",593,2015,2015-01-24,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",4
"2739",594,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,4,"sub.legal",0
"2740",595,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",3
"2741",596,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"2742",597,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,1,"sub.legal",3
"2743",598,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",1
"2744",599,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"2745",600,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"2746",601,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",4
"2747",602,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",4,2,"sub.legal",12
"2748",603,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",4
"2749",604,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,3,"sub.legal",0
"2750",605,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"2751",606,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",4
"2752",607,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",2
"2753",608,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",4
"2754",609,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,3,"sub.legal",0
"2755",610,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",2
"2756",611,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,1,"sub.legal",2
"2757",612,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",0,1,"sub.legal",0
"2758",613,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,1,"sub.legal",2
"2759",614,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",2,1,"sub.legal",2
"2760",615,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"2761",616,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",11
"2762",617,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",1
"2763",618,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",10
"2764",619,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"2765",620,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",2
"2766",621,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",1
"2767",622,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"2768",623,2015,2015-01-25,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"2769",624,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",0,3,"sub.legal",0
"2770",625,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",2
"2771",626,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"sub.legal",2
"2772",627,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"2773",628,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",2
"2774",629,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"2775",630,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",9
"2776",631,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",1
"2777",632,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",1,2,"sub.legal",0
"2778",633,2015,2015-01-27,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2779",634,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"2780",635,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"2781",636,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",1,2,"sub.legal",0
"2782",637,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",4,2,"sub.legal",1
"2783",638,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",0,2,"sub.legal",0
"2784",639,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",1
"2785",640,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,1,"sub.legal",0
"2786",641,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",4
"2787",642,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"2788",643,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"2789",644,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",3
"2790",645,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",4,3,"sub.legal",0
"2791",646,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",0
"2792",647,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",1,1,"sub.legal",0
"2793",648,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",1,2,"sub.legal",0
"2794",649,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",1,2,"sub.legal",1
"2795",650,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",1
