"sample.no","complexity","algal.cover","year.x","","sanctuary","status","site.new","year.y"
1143,4,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1144,4,1,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1145,4,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1146,3,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1147,3,3,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1148,1,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1149,2,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1150,3,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1151,3,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1152,3,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1153,2,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1154,3,1,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1155,4,2,2016,NA,"Green Island","No-take","Mary Cove.No-take",2016
1156,1,1,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1157,3,1,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1158,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1159,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1160,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1161,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1162,1,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1163,3,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1164,2,1,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1165,3,1,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1166,2,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1167,3,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1168,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1169,1,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1170,3,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1171,2,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1172,1,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1173,1,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1174,3,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1175,3,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1176,3,1,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1177,3,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1178,3,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1179,4,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1180,2,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1181,2,3,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1182,3,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1183,4,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1184,4,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1185,4,2,2016,NA,"Green Island","Fished","West Salmon.Fished",2016
1186,1,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1187,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1188,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1189,1,1,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1190,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1191,3,1,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1192,2,1,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1193,3,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1194,2,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1195,3,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1196,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1197,1,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1198,3,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1199,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1200,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1201,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1202,3,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1203,2,2,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1204,2,1,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1205,2,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1206,4,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1207,3,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1208,3,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1209,2,1,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1210,3,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1211,4,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1212,3,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1213,4,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1214,4,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1215,4,3,2016,NA,"Parker Point","Fished","Fairbridge.Fished",2016
1216,4,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1217,2,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1218,4,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1219,2,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1220,1,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1221,2,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1222,1,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1223,1,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1224,2,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1225,2,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1226,3,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1227,1,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1228,1,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1229,1,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1230,2,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1231,2,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1232,1,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1233,4,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1234,1,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1235,2,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1236,3,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1237,3,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1238,3,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1239,3,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1240,2,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1241,4,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1242,4,3,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1243,2,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1244,3,2,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1245,3,1,2016,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2016
1246,1,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1247,2,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1248,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1249,1,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1250,1,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1251,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1252,2,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1253,2,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1254,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1255,2,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1256,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1257,2,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1258,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1259,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1260,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1261,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1262,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1263,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1264,3,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1265,4,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1266,3,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1267,4,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1268,4,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1269,4,3,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1270,4,3,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1271,2,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1272,4,1,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1273,4,3,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1274,2,3,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1275,4,2,2016,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2016
1276,3,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1277,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1278,4,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1279,2,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1280,1,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1281,2,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1282,1,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1283,3,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1284,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1285,2,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1286,0,2,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1287,1,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1288,1,2,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1289,2,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1290,1,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1291,2,2,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1292,2,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1293,4,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1294,3,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1295,4,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1296,2,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1297,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1298,4,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1299,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1300,1,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1301,4,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1302,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1303,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1304,3,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1305,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1306,4,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1307,3,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1308,2,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1309,2,2,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1310,4,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1311,2,3,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1312,2,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1313,2,1,2018,NA,"Armstrong Bay","Fished","City of York.Fished",2018
1314,2,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1315,3,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1316,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1317,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1318,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1319,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1320,3,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1321,3,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1322,3,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1323,4,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1324,1,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1325,2,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1326,4,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1327,2,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1328,3,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1329,2,3,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1330,1,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1331,3,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1332,3,2,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1333,1,1,2018,NA,"Green Island","No-take","Mary Cove.No-take",2018
1334,4,1,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1335,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1336,4,1,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1337,3,2,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1338,3,2,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1339,3,2,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1340,4,2,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1341,3,2,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1342,1,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1343,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1344,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1345,4,1,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1346,3,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1347,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1348,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1349,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1350,4,1,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1351,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1352,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1353,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1354,4,1,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1355,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1356,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1357,3,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1358,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1359,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1360,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1361,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1362,2,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1363,4,3,2018,NA,"Parker Point","No-take","Salmon Bay.No-take",2018
1364,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1365,3,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1366,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1367,2,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1368,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1369,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1370,3,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1371,3,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1372,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1373,4,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1374,3,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1375,2,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1376,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1377,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1378,4,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1379,4,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1380,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1381,3,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1382,1,2,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1383,0,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1384,3,2,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1385,4,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1386,4,3,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1387,3,2,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1388,0,2,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1389,4,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1390,1,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1391,1,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1392,1,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1393,3,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1394,1,1,2018,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2018
1395,3,1,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1396,3,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1397,3,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1398,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1399,3,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1400,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1401,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1402,3,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1403,1,1,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1404,4,0,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1405,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1406,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1407,2,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1408,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1409,3,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1410,1,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1411,2,1,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1412,3,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1413,4,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1414,2,2,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1415,3,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1416,3,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1417,2,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1418,4,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1419,4,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1420,2,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1421,4,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1422,2,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1423,1,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1424,4,3,2018,NA,"Green Island","No-take","Green Island.No-take",2018
1425,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1426,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1427,3,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1428,4,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1429,4,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1430,4,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1431,3,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1432,1,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1433,4,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1434,4,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1435,3,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1436,4,2,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1437,3,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1438,4,2,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1439,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1440,1,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1441,3,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1442,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1443,2,2,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1444,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1445,1,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1446,2,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1447,2,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1448,2,1,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1449,4,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1450,3,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1451,2,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1452,1,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1453,2,2,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1454,3,3,2018,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2018
1455,2,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1456,4,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1457,2,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1458,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1459,3,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1460,2,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1461,3,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1462,2,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1463,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1464,4,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1465,2,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1466,3,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1467,3,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1468,3,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1469,2,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1470,3,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1471,2,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1472,2,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1473,3,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1474,1,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1475,1,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1476,2,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1477,3,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1478,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1479,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1480,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1481,3,2,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1482,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1483,1,1,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1484,4,3,2018,NA,"Parker Point","Fished","Parker Point.Fished",2018
1485,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1486,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1487,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1488,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1489,2,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1490,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1491,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1492,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1493,1,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1494,3,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1495,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1496,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1497,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1498,4,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1499,3,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1500,4,1,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
1501,3,3,2018,NA,"Parker Point","No-take","Little Salmon.No-take",2018
